content,confidence,start_time,end_time,type,feed
of,0.992,1493.645,1493.745,pronunciation,201811081012-237044-1929_
the,0.9529,1493.875,1493.965,pronunciation,201811081012-237044-1929_
river,1.0,1493.965,1494.325,pronunciation,201811081012-237044-1929_
.,,nan,nan,punctuation,201811081012-237044-1929_
You,0.9999,1495.565,1495.745,pronunciation,201811081012-237044-1929_
know,1.0,1495.745,1495.855,pronunciation,201811081012-237044-1929_
what,0.9552,1495.855,1495.985,pronunciation,201811081012-237044-1929_
?,,nan,nan,punctuation,201811081012-237044-1929_
The,0.6482,1495.995,1496.095,pronunciation,201811081012-237044-1929_
transport,1.0,1496.105,1496.715,pronunciation,201811081012-237044-1929_
van,0.9743,1496.725,1496.955,pronunciation,201811081012-237044-1929_
.,,nan,nan,punctuation,201811081012-237044-1929_
Before,1.0,1506.365,1506.995,pronunciation,201811081012-237044-1929_
that,0.5203,1507.695,1507.845,pronunciation,201811081012-237044-1929_
",",,nan,nan,punctuation,201811081012-237044-1929_
it,0.3914,1508.375,1508.545,pronunciation,201811081012-237044-1929_
was,0.8212,1508.695,1508.825,pronunciation,201811081012-237044-1929_
worth,0.2518,1509.175,1509.345,pronunciation,201811081012-237044-1929_
it,0.108,1509.815,1509.875,pronunciation,201811081012-237044-1929_
.,,nan,nan,punctuation,201811081012-237044-1929_
People,0.8827,1512.165,1512.535,pronunciation,201811081012-237044-1929_
in,0.6732,1512.535,1512.645,pronunciation,201811081012-237044-1929_
the,0.9702,1512.655,1513.005,pronunciation,201811081012-237044-1929_
river,0.6327,1513.005,1513.345,pronunciation,201811081012-237044-1929_
of,0.8589,1513.355,1513.485,pronunciation,201811081012-237044-1929_
fire,0.6903,1513.495,1514.035,pronunciation,201811081012-237044-1929_
is,1.0,1514.045,1514.435,pronunciation,201811081012-237044-1929_
with,0.9997,1514.875,1516.185,pronunciation,201811081012-237044-1929_
downers,0.1724,1520.935,1521.395,pronunciation,201811081012-237044-1929_
.,,nan,nan,punctuation,201811081012-237044-1929_
Hopefully,0.8773,1531.465,1531.885,pronunciation,201811081012-237044-1929_
in,0.8613,1531.885,1531.975,pronunciation,201811081012-237044-1929_
a,0.9744,1531.975,1532.115,pronunciation,201811081012-237044-1929_
forty,1.0,1532.125,1532.425,pronunciation,201811081012-237044-1929_
six,0.9101,1532.435,1532.705,pronunciation,201811081012-237044-1929_
three,0.8558,1532.845,1533.085,pronunciation,201811081012-237044-1929_
together,0.5904,1533.085,1533.525,pronunciation,201811081012-237044-1929_
.,,nan,nan,punctuation,201811081012-237044-1929_
Other,0.9237,1533.525,1533.705,pronunciation,201811081012-237044-1929_
very,0.153,1535.305,1535.575,pronunciation,201811081012-237044-1929_
wearing,0.9383,1537.895,1539.245,pronunciation,201811081012-237044-1929_
thirty,0.9632,1541.895,1542.135,pronunciation,201811081012-237044-1929_
two,0.6987,1542.145,1542.355,pronunciation,201811081012-237044-1929_
jail,0.6781,1542.365,1542.735,pronunciation,201811081012-237044-1929_
to,0.2499,1542.755,1543.005,pronunciation,201811081012-237044-1929_
replace,0.1639,1544.175,1544.545,pronunciation,201811081012-237044-1929_
really,0.9854,1547.005,1547.315,pronunciation,201811081012-237044-1929_
place,0.8247,1558.965,1559.265,pronunciation,201811081012-237044-1929_
for,0.9167,1559.275,1559.415,pronunciation,201811081012-237044-1929_
EVACUATE,0.9756,1559.415,1559.995,pronunciation,201811081012-237044-1929_
that,0.5729,1560.275,1560.385,pronunciation,201811081012-237044-1929_
have,0.9417,1560.385,1560.505,pronunciation,201811081012-237044-1929_
lost,0.9984,1560.505,1560.755,pronunciation,201811081012-237044-1929_
everything,0.9998,1560.815,1561.175,pronunciation,201811081012-237044-1929_
.,,nan,nan,punctuation,201811081012-237044-1929_
I,0.9503,1567.315,1567.485,pronunciation,201811081012-237044-1929_
don't,0.9993,1567.495,1567.715,pronunciation,201811081012-237044-1929_
know,0.9872,1567.715,1567.835,pronunciation,201811081012-237044-1929_
.,,nan,nan,punctuation,201811081012-237044-1929_
I,0.4668,1571.405,1571.665,pronunciation,201811081012-237044-1929_
have,0.4554,1571.675,1571.815,pronunciation,201811081012-237044-1929_
my,0.9942,1572.225,1572.445,pronunciation,201811081012-237044-1929_
car,0.9942,1572.445,1573.295,pronunciation,201811081012-237044-1929_
.,,nan,nan,punctuation,201811081012-237044-1929_
Seventy,0.9372,1573.425,1573.865,pronunciation,201811081012-237044-1929_
four,0.9139,1574.965,1575.375,pronunciation,201811081012-237044-1929_
have,0.9588,1575.595,1575.775,pronunciation,201811081012-237044-1929_
nowhere,0.9183,1575.775,1575.995,pronunciation,201811081012-237044-1929_
to,0.9992,1575.995,1576.065,pronunciation,201811081012-237044-1929_
go,0.9992,1576.065,1576.245,pronunciation,201811081012-237044-1929_
EVACUATE,0.9007,1657.572,1658.002,pronunciation,201811081012-237044-1929_
it,0.4089,1658.002,1658.112,pronunciation,201811081012-237044-1929_
and,1.0,1658.112,1658.222,pronunciation,201811081012-237044-1929_
then,0.936,1658.222,1658.312,pronunciation,201811081012-237044-1929_
it,0.4607,1658.312,1658.392,pronunciation,201811081012-237044-1929_
also,0.9926,1658.392,1658.712,pronunciation,201811081012-237044-1929_
anyone,0.7466,1658.722,1659.152,pronunciation,201811081012-237044-1929_
sixty,1.0,1659.162,1659.482,pronunciation,201811081012-237044-1929_
three,1.0,1659.482,1659.702,pronunciation,201811081012-237044-1929_
on,0.8616,1659.702,1659.902,pronunciation,201811081012-237044-1929_
Lancaster's,0.2839,1659.912,1660.752,pronunciation,201811081012-237044-1929_
story,0.213,1660.932,1661.162,pronunciation,201811081012-237044-1929_
on,0.8033,1661.162,1661.422,pronunciation,201811081012-237044-1929_
Lancaster,1.0,1661.422,1662.202,pronunciation,201811081012-237044-1929_
doesn't,0.349,1663.402,1663.612,pronunciation,201811081012-237044-1929_
have,0.9999,1663.622,1663.752,pronunciation,201811081012-237044-1929_
a,0.9987,1663.752,1663.802,pronunciation,201811081012-237044-1929_
vehicle,0.9995,1663.802,1664.252,pronunciation,201811081012-237044-1929_
point,0.775,1667.772,1668.112,pronunciation,201811081012-237044-1929_
.,,nan,nan,punctuation,201811081012-237044-1929_
We,0.9554,1676.472,1676.712,pronunciation,201811081012-237044-1929_
don't,1.0,1676.712,1676.922,pronunciation,201811081012-237044-1929_
either,0.9997,1676.922,1677.132,pronunciation,201811081012-237044-1929_
.,,nan,nan,punctuation,201811081012-237044-1929_
Yet,1.0,1677.132,1677.372,pronunciation,201811081012-237044-1929_
we're,0.9865,1677.382,1677.522,pronunciation,201811081012-237044-1929_
working,1.0,1677.522,1677.842,pronunciation,201811081012-237044-1929_
on,1.0,1677.842,1677.952,pronunciation,201811081012-237044-1929_
that,1.0,1677.952,1678.172,pronunciation,201811081012-237044-1929_
FIRE,0.9584,1688.362,1688.642,pronunciation,201811081012-237044-1929_
aboutthe,1.0,1688.652,1691.872,pronunciation,201811081012-237044-1929_
",",,nan,nan,punctuation,201811081012-237044-1929_
but,0.9251,1694.752,1694.902,pronunciation,201811081012-237044-1929_
don't,1.0,1694.912,1695.122,pronunciation,201811081012-237044-1929_
wear,0.8595,1695.132,1696.262,pronunciation,201811081012-237044-1929_
home,0.83,1696.262,1696.472,pronunciation,201811081012-237044-1929_
FIRE,0.9761,1696.972,1697.262,pronunciation,201811081012-237044-1929_
right,0.799,1697.272,1697.502,pronunciation,201811081012-237044-1929_
here,0.6329,1697.502,1697.692,pronunciation,201811081012-237044-1929_
waiting,0.2863,1699.092,1699.892,pronunciation,201811081012-237044-1929_
in,0.999,1700.082,1700.232,pronunciation,201811081012-237044-1929_
the,1.0,1700.232,1700.342,pronunciation,201811081012-237044-1929_
road,1.0,1700.342,1700.612,pronunciation,201811081012-237044-1929_
and,0.9984,1700.612,1700.712,pronunciation,201811081012-237044-1929_
the,0.8288,1700.712,1700.812,pronunciation,201811081012-237044-1929_
PARADISE,0.9972,1700.822,1701.362,pronunciation,201811081012-237044-1929_
structures,0.9853,1701.862,1702.292,pronunciation,201811081012-237044-1929_
on,0.9972,1702.292,1702.432,pronunciation,201811081012-237044-1929_
fire,0.5612,1702.442,1702.712,pronunciation,201811081012-237044-1929_
.,,nan,nan,punctuation,201811081012-237044-1929_
You're,0.6689,1702.712,1702.832,pronunciation,201811081012-237044-1929_
not,0.8199,1702.832,1703.022,pronunciation,201811081012-237044-1929_
even,0.394,1703.022,1703.162,pronunciation,201811081012-237044-1929_
have,0.6687,1703.212,1703.402,pronunciation,201811081012-237044-1929_
a,0.3961,1703.402,1703.442,pronunciation,201811081012-237044-1929_
retirement,0.7603,1703.442,1703.892,pronunciation,201811081012-237044-1929_
home,0.9598,1703.892,1704.092,pronunciation,201811081012-237044-1929_
on,0.4901,1708.492,1708.632,pronunciation,201811081012-237044-1929_
the,0.4673,1708.632,1708.722,pronunciation,201811081012-237044-1929_
patio,0.4633,1708.782,1709.192,pronunciation,201811081012-237044-1929_
.,,nan,nan,punctuation,201811081012-237044-1929_
We,0.9341,1716.372,1716.502,pronunciation,201811081012-237044-1929_
won,0.84,1716.502,1716.792,pronunciation,201811081012-237044-1929_
.,,nan,nan,punctuation,201811081012-237044-1929_
Where,0.993,1730.752,1730.922,pronunciation,201811081012-237044-1929_
do,1.0,1730.922,1730.982,pronunciation,201811081012-237044-1929_
you,1.0,1730.982,1731.042,pronunciation,201811081012-237044-1929_
want,0.9992,1731.042,1731.222,pronunciation,201811081012-237044-1929_
closure,0.97,1731.402,1731.902,pronunciation,201811081012-237044-1929_
?,,nan,nan,punctuation,201811081012-237044-1929_
That,0.6219,1738.362,1738.522,pronunciation,201811081012-237044-1929_
way,0.6438,1738.522,1738.692,pronunciation,201811081012-237044-1929_
For,0.4821,1738.702,1738.952,pronunciation,201811081012-237044-1929_
requesting,0.4189,1739.002,1739.602,pronunciation,201811081012-237044-1929_
a,0.4732,1739.602,1739.672,pronunciation,201811081012-237044-1929_
road,0.9985,1739.682,1739.932,pronunciation,201811081012-237044-1929_
closure,0.9605,1739.942,1740.482,pronunciation,201811081012-237044-1929_
.,,nan,nan,punctuation,201811081012-237044-1929_
Twenty,1.0,1763.763,1764.073,pronunciation,201811081012-237044-1929_
one,0.9999,1764.073,1764.253,pronunciation,201811081012-237044-1929_
eighty,0.9961,1764.263,1764.593,pronunciation,201811081012-237044-1929_
five,0.9999,1764.593,1765.063,pronunciation,201811081012-237044-1929_
.,,nan,nan,punctuation,201811081012-237044-1929_
Thank,0.6068,1767.263,1767.603,pronunciation,201811081012-237044-1929_
you,0.6048,1767.613,1767.673,pronunciation,201811081012-237044-1929_
.,,nan,nan,punctuation,201811081012-237044-1929_
Hello,0.4773,1791.363,1791.603,pronunciation,201811081012-237044-1929_
.,,nan,nan,punctuation,201811081012-237044-1929_
What,1.0,1791.603,1791.733,pronunciation,201811081012-237044-1929_
are,0.9975,1791.733,1791.843,pronunciation,201811081012-237044-1929_
clear,0.9019,1791.853,1792.113,pronunciation,201811081012-237044-1929_
closure,0.9752,1813.203,1813.903,pronunciation,201811081012-237044-1929_
?,,nan,nan,punctuation,201811081012-237044-1929_
Knowing,0.9867,1815.363,1815.643,pronunciation,201811081012-237044-1929_
a,0.9927,1815.643,1815.703,pronunciation,201811081012-237044-1929_
lot,0.9927,1815.703,1815.923,pronunciation,201811081012-237044-1929_
of,0.9413,1815.923,1816.083,pronunciation,201811081012-237044-1929_
that,0.5423,1816.403,1816.573,pronunciation,201811081012-237044-1929_
.,,nan,nan,punctuation,201811081012-237044-1929_
so,0.167,112.56,112.7,pronunciation,201811080959-402082-25641_
they're,0.2943,112.7,112.91,pronunciation,201811080959-402082-25641_
out,0.3995,112.91,113.07,pronunciation,201811080959-402082-25641_
.,,nan,nan,punctuation,201811080959-402082-25641_
All,0.8806,114.6,114.73,pronunciation,201811080959-402082-25641_
right,0.8806,114.73,114.89,pronunciation,201811080959-402082-25641_
from,0.8416,114.9,115.07,pronunciation,201811080959-402082-25641_
here,1.0,115.21,115.4,pronunciation,201811080959-402082-25641_
in,0.8817,115.4,115.48,pronunciation,201811080959-402082-25641_
seconds,0.4437,115.5,115.81,pronunciation,201811080959-402082-25641_
.,,nan,nan,punctuation,201811080959-402082-25641_
Five,0.9187,275.044,275.424,pronunciation,201811080959-402082-25641_
.,,nan,nan,punctuation,201811080959-402082-25641_
Medics,0.9581,275.544,275.904,pronunciation,201811080959-402082-25641_
responding,0.6945,275.904,276.434,pronunciation,201811080959-402082-25641_
.,,nan,nan,punctuation,201811080959-402082-25641_
Medical,0.9099,276.434,276.824,pronunciation,201811080959-402082-25641_
difficulty,0.9996,276.824,277.444,pronunciation,201811080959-402082-25641_
breathing,0.9997,277.444,278.144,pronunciation,201811080959-402082-25641_
that,0.9952,279.184,279.434,pronunciation,201811080959-402082-25641_
wind,0.8875,279.444,279.804,pronunciation,201811080959-402082-25641_
time,0.9714,279.814,280.464,pronunciation,201811080959-402082-25641_
fifty,1.0,280.714,281.274,pronunciation,201811080959-402082-25641_
five,1.0,281.274,281.784,pronunciation,201811080959-402082-25641_
Spurs,0.598,282.564,282.964,pronunciation,201811080959-402082-25641_
throwed,0.5585,282.994,283.504,pronunciation,201811080959-402082-25641_
units,0.4977,283.604,284.074,pronunciation,201811080959-402082-25641_
to,0.5789,284.104,284.584,pronunciation,201811080959-402082-25641_
five,0.9977,284.594,285.094,pronunciation,201811080959-402082-25641_
five,0.9917,285.104,285.454,pronunciation,201811080959-402082-25641_
.,,nan,nan,punctuation,201811080959-402082-25641_
BUTTE-MEADOWS,0.8764,297.734,298.134,pronunciation,201811080959-402082-25641_
Sandy,0.2771,298.204,298.714,pronunciation,201811080959-402082-25641_
Medical,0.6125,298.714,299.224,pronunciation,201811080959-402082-25641_
difficulty,0.9147,299.234,299.774,pronunciation,201811080959-402082-25641_
breathing,0.8731,299.774,300.314,pronunciation,201811080959-402082-25641_
out,0.7331,300.314,300.464,pronunciation,201811080959-402082-25641_
When,0.7621,300.464,300.714,pronunciation,201811080959-402082-25641_
.,,nan,nan,punctuation,201811080959-402082-25641_
Time,0.9616,300.724,301.134,pronunciation,201811080959-402082-25641_
.,,nan,nan,punctuation,201811080959-402082-25641_
Eight,0.9652,301.134,301.314,pronunciation,201811080959-402082-25641_
five,1.0,301.324,301.594,pronunciation,201811080959-402082-25641_
five,1.0,301.604,302.104,pronunciation,201811080959-402082-25641_
Bruce,0.5274,302.264,302.554,pronunciation,201811080959-402082-25641_
Road,0.7439,302.594,303.164,pronunciation,201811080959-402082-25641_
",",,nan,nan,punctuation,201811080959-402082-25641_
Unit,0.8066,303.614,303.954,pronunciation,201811080959-402082-25641_
numbers,0.3045,303.954,304.344,pronunciation,201811080959-402082-25641_
two,0.6418,304.494,304.944,pronunciation,201811080959-402082-25641_
",",,nan,nan,punctuation,201811080959-402082-25641_
five,1.0,305.104,305.464,pronunciation,201811080959-402082-25641_
",",,nan,nan,punctuation,201811080959-402082-25641_
five,1.0,305.474,306.004,pronunciation,201811080959-402082-25641_
CHICO,0.9459,306.724,306.984,pronunciation,201811080959-402082-25641_
FIRE,0.9958,306.994,307.294,pronunciation,201811080959-402082-25641_
Radio,0.538,307.304,307.604,pronunciation,201811080959-402082-25641_
four,0.5652,307.604,307.914,pronunciation,201811080959-402082-25641_
.,,nan,nan,punctuation,201811080959-402082-25641_
You're,0.8767,495.611,495.811,pronunciation,201811080959-402082-25641_
both,0.5034,495.811,496.031,pronunciation,201811080959-402082-25641_
wrong,0.9431,496.171,496.521,pronunciation,201811080959-402082-25641_
.,,nan,nan,punctuation,201811080959-402082-25641_
ENGINE,0.9779,663.46,663.72,pronunciation,201811080928-650127-24574_
.,,nan,nan,punctuation,201811080928-650127-24574_
Anyone,0.7575,663.72,664.08,pronunciation,201811080928-650127-24574_
?,,nan,nan,punctuation,201811080928-650127-24574_
Wait,0.1856,664.6,665.42,pronunciation,201811080928-650127-24574_
twenty,0.9977,673.82,674.11,pronunciation,201811080928-650127-24574_
one,0.9981,674.11,674.35,pronunciation,201811080928-650127-24574_
.,,nan,nan,punctuation,201811080928-650127-24574_
One,0.6876,925.19,925.52,pronunciation,201811080928-650127-24574_
more,0.2558,926.45,926.54,pronunciation,201811080928-650127-24574_
.,,nan,nan,punctuation,201811080928-650127-24574_
One,0.4463,926.59,926.85,pronunciation,201811080928-650127-24574_
more,0.6828,927.05,927.26,pronunciation,201811080928-650127-24574_
.,,nan,nan,punctuation,201811080928-650127-24574_
A,0.1732,940.91,941.13,pronunciation,201811080928-650127-24574_
medical,0.9332,941.14,941.56,pronunciation,201811080928-650127-24574_
team,0.1639,941.57,941.66,pronunciation,201811080928-650127-24574_
waiting,0.9796,941.67,942.29,pronunciation,201811080928-650127-24574_
.,,nan,nan,punctuation,201811080928-650127-24574_
One,0.7912,942.3,942.55,pronunciation,201811080928-650127-24574_
more,0.8332,942.75,942.98,pronunciation,201811080928-650127-24574_
.,,nan,nan,punctuation,201811080928-650127-24574_
Three,0.8823,942.98,943.21,pronunciation,201811080928-650127-24574_
gay,0.4262,943.22,943.43,pronunciation,201811080928-650127-24574_
light,0.5121,943.43,943.67,pronunciation,201811080928-650127-24574_
on,0.9982,943.68,943.86,pronunciation,201811080928-650127-24574_
the,0.953,943.86,943.94,pronunciation,201811080928-650127-24574_
camera,0.7734,943.95,944.28,pronunciation,201811080928-650127-24574_
.,,nan,nan,punctuation,201811080928-650127-24574_
One,0.9915,965.55,965.85,pronunciation,201811080928-650127-24574_
",",,nan,nan,punctuation,201811080928-650127-24574_
five,0.8931,965.86,966.11,pronunciation,201811080928-650127-24574_
",",,nan,nan,punctuation,201811080928-650127-24574_
three,0.9136,966.37,966.64,pronunciation,201811080928-650127-24574_
.,,nan,nan,punctuation,201811080928-650127-24574_
Never,0.5765,995.8,996.11,pronunciation,201811080928-650127-24574_
