text,speaker_start,speaker_end,speaker_length,speaker,sentence,word_confidence,avg_confidence,min_conf,feed,location,state,feed_name,department,INTPTLON,INTPTLAT,ID_PLACES,text_clean,contains_fire,contains_evac,start_time,end_time
"NORD , Wait ! Two , seven ",286.88,288.57,1.6899999999999977,spk_2,14.0,"[0.3386, nan, 0.9006, nan, 0.589, nan, 0.9332]",0.69035,0.3386,201811080958-305482-24574_,['NORD'],CA,Oroville_Fire,FIRE,[-121.9549057],[39.7737878],['NORD'],nord wait two seven,0,0,2018-11-08 08:02:46-08:00,2018-11-08 08:02:48-08:00
Do you want ,127.5,130.69,3.1899999999999977,spk_5,15.0,"[0.1588, 0.3322, 0.2955]",0.26216666666666666,0.1588,201811081001-444704-22956_,[],CA,Chico_Paradise_Fire__CalFire,FIRE,[],[],[],do you want,0,0,2018-11-08 08:03:07-08:00,2018-11-08 08:03:10-08:00
so they're out . All right from here in seconds . ,275.044,278.144,3.1000000000000227,spk_1,2.0,"[0.167, 0.2943, 0.3995, nan, 0.8806, 0.8806, 0.8416, 1.0, 0.8817, 0.4437, nan]",0.6432222222222221,0.167,201811080959-402082-25641_,[],CA,Chico_Police_Dispatch,POLICE,[],[],[],so they re out all right from here in seconds,0,0,2018-11-08 08:03:35-08:00,2018-11-08 08:03:38-08:00
They look like in the way . Really ? Wait is under a mandatory evacuation way that way . ,1313.338,1313.668,0.32999999999992724,spk_0,132.0,"[0.8921, 0.8513, 0.9784, 0.863, 0.9341, 0.9645, nan, 0.8502, nan, 0.339, 0.9967, 0.9997, 1.0, 1.0, 1.0, 0.5522, 0.7952, 0.8137, nan]",0.86438125,0.339,201811080942-79066-1929_,[],CA,Butte_Sheriff_Fire__Paradise_Police,BOTH,[],[],[],they look like in the way really wait is under a mandatory evacuation way that way,0,1,2018-11-08 08:03:53-08:00,2018-11-08 08:03:53-08:00
OROVILLE nicer ones back in and responding to the campfire . Thank you . ,176.18,180.37,4.189999999999998,spk_7,17.0,"[0.9978, 0.872, 0.5887, 0.9872, 0.9292, 0.99, 0.5543, 1.0, 0.9917, 0.7767, nan, 0.3231, 0.3023, nan]",0.7760833333333333,0.3023,201811081001-444704-22956_,['OROVILLE'],CA,Chico_Paradise_Fire__CalFire,FIRE,[-121.5600132],[39.4954747],['OROVILLE'],oroville nicer ones back in and responding to the campfire thank you,1,0,2018-11-08 08:03:56-08:00,2018-11-08 08:04:00-08:00
Wait a little bit . Here . ,187.62,187.95,0.3299999999999841,spk_3,19.0,"[0.6508, 0.4827, 0.7464, 0.6761, nan, 0.6058, nan]",0.63236,0.4827,201811081001-444704-22956_,[],CA,Chico_Paradise_Fire__CalFire,FIRE,[],[],[],wait a little bit here,0,0,2018-11-08 08:04:07-08:00,2018-11-08 08:04:07-08:00
"Two , ",188.06,188.88,0.8199999999999932,spk_5,20.0,"[0.7278, nan]",0.7278,0.7278,201811081001-444704-22956_,[],CA,Chico_Paradise_Fire__CalFire,FIRE,[],[],[],two,0,0,2018-11-08 08:04:08-08:00,2018-11-08 08:04:08-08:00
"five , five . ",199.52,199.63,0.10999999999998522,spk_3,21.0,"[0.9967, nan, 0.9967, nan]",0.9967,0.9967,201811081001-444704-22956_,[],CA,Chico_Paradise_Fire__CalFire,FIRE,[],[],[],five five,0,0,2018-11-08 08:04:19-08:00,2018-11-08 08:04:19-08:00
You ,199.63,200.07,0.4399999999999977,spk_5,22.0,[0.9401],0.9401,0.9401,201811081001-444704-22956_,[],CA,Chico_Paradise_Fire__CalFire,FIRE,[],[],[],you,0,0,2018-11-08 08:04:19-08:00,2018-11-08 08:04:20-08:00
No . Sorry . That's it . ,1358.263,1360.203,1.9400000000000546,spk_1,137.0,"[0.8502, nan, 0.493, nan, 0.8225, 0.1928, nan]",0.5896250000000001,0.1928,201811080942-79066-1929_,[],CA,Butte_Sheriff_Fire__Paradise_Police,BOTH,[],[],[],no sorry that s it,0,0,2018-11-08 08:04:38-08:00,2018-11-08 08:04:40-08:00
"know , hard work , OROVILLE . ",225.62,225.86,0.2400000000000091,spk_3,24.0,"[0.9251, nan, 0.9665, 0.9133, nan, 0.984, nan]",0.947225,0.9133,201811081001-444704-22956_,['OROVILLE'],CA,Chico_Paradise_Fire__CalFire,FIRE,[-121.5600132],[39.4954747],['OROVILLE'],know hard work oroville,0,0,2018-11-08 08:04:45-08:00,2018-11-08 08:04:45-08:00
Not ,225.87,226.09,0.21999999999999886,spk_4,25.0,[0.9948],0.9948,0.9948,201811081001-444704-22956_,[],CA,Chico_Paradise_Fire__CalFire,FIRE,[],[],[],not,0,0,2018-11-08 08:04:45-08:00,2018-11-08 08:04:46-08:00
now for for community states . Airforce ,244.96,245.07,0.10999999999998522,spk_3,28.0,"[0.9812, 0.4855, 0.9611, 0.4564, 0.6384, nan, 0.6048]",0.6879,0.4564,201811081001-444704-22956_,[],CA,Chico_Paradise_Fire__CalFire,FIRE,[],[],[],now for for community states airforce,0,0,2018-11-08 08:05:04-08:00,2018-11-08 08:05:05-08:00
On ,245.36,248.69,3.329999999999984,spk_4,29.0,[0.2502],0.2502,0.2502,201811081001-444704-22956_,[],CA,Chico_Paradise_Fire__CalFire,FIRE,[],[],[],on,0,0,2018-11-08 08:05:05-08:00,2018-11-08 08:05:08-08:00
the charge of confirming a staging area . Still YANKEE-HILL hard work ,250.24,250.59,0.3499999999999943,spk_1,30.0,"[0.8561, 0.76, 0.5487, 1.0, 0.9903, 1.0, 0.7601, nan, 0.9719, 0.7319, 0.6347, 0.6125]",0.8060181818181819,0.5487,201811081001-444704-22956_,['YANKEE HILL'],CA,Chico_Paradise_Fire__CalFire,FIRE,[-121.5165419],[39.6963388],['YANKEE HILL'],the charge of confirming a staging area still yankee hill hard work,0,0,2018-11-08 08:05:10-08:00,2018-11-08 08:05:10-08:00
for ,251.06,251.63,0.5699999999999932,spk_4,31.0,[0.7816],0.7816,0.7816,201811081001-444704-22956_,[],CA,Chico_Paradise_Fire__CalFire,FIRE,[],[],[],for,0,0,2018-11-08 08:05:11-08:00,2018-11-08 08:05:11-08:00
my hard work . ,287.041,287.681,0.6399999999999864,spk_2,33.0,"[0.4584, 0.8346, 0.8344, nan]",0.7091333333333333,0.4584,201811081001-444704-22956_,[],CA,Chico_Paradise_Fire__CalFire,FIRE,[],[],[],my hard work,0,0,2018-11-08 08:05:47-08:00,2018-11-08 08:05:47-08:00
Well seventy lt out two at the library . That's right . Twenty five protectors . ,1504.354,1504.984,0.6299999999998818,spk_2,11.0,"[0.2541, 0.9892, 0.2498, 0.9995, 0.7417, 1.0, 1.0, 1.0, nan, 0.7434, 0.4582, nan, 1.0, 1.0, 0.3787, nan]",0.7549692307692308,0.2498,201811080941-981417-26936_,[],CA,Oroville_Police_Fire,BOTH,[],[],[],well seventy lt out two at the library that s right twenty five protectors,0,0,2018-11-08 08:06:04-08:00,2018-11-08 08:06:04-08:00
Wait ! ,487.58,487.9,0.3199999999999932,spk_3,27.0,"[0.3972, nan]",0.3972,0.3972,201811080958-305482-24574_,[],CA,Oroville_Fire,FIRE,[],[],[],wait,0,0,2018-11-08 08:06:07-08:00,2018-11-08 08:06:07-08:00
"You really can't get over that violation . FIRE ! FIRE up to the house . Lower , lower . Wait . You don't know what you mean by that ",1489.186,1490.426,1.240000000000009,spk_0,144.0,"[0.8217, 0.9697, 0.2388, 1.0, 1.0, 0.9928, 0.7935, nan, 0.9748, nan, 0.9994, 0.3626, 0.3114, 0.5439, 0.6712, nan, 0.9969, nan, 0.9972, nan, 0.8019, nan, 0.4793, 0.947, 0.9993, 1.0, 0.9066, 0.7928, 0.7504, 0.8171]",0.7986791666666667,0.2388,201811080942-79066-1929_,[],CA,Butte_Sheriff_Fire__Paradise_Police,BOTH,[],[],[],you really can t get over that violation fire fire up to the house lower lower wait you don t know what you mean by that,1,0,2018-11-08 08:06:49-08:00,2018-11-08 08:06:50-08:00
"Five . Medics responding . Medical difficulty breathing that wind time fifty five Spurs throwed units to five five . BUTTE-MEADOWS Sandy Medical difficulty breathing out When . Time . Eight five five Bruce Road , Unit numbers two , five , five CHICO FIRE Radio four . ",495.611,496.521,0.910000000000025,spk_0,7.0,"[0.9187, nan, 0.9581, 0.6945, nan, 0.9099, 0.9996, 0.9997, 0.9952, 0.8875, 0.9714, 1.0, 1.0, 0.598, 0.5585, 0.4977, 0.5789, 0.9977, 0.9917, nan, 0.8764, 0.2771, 0.6125, 0.9147, 0.8731, 0.7331, 0.7621, nan, 0.9616, nan, 0.9652, 1.0, 1.0, 0.5274, 0.7439, nan, 0.8066, 0.3045, 0.6418, nan, 1.0, nan, 1.0, 0.9459, 0.9958, 0.538, 0.5652, nan]",0.8103076923076923,0.2771,201811080959-402082-25641_,"['CHICO', 'BUTTE MEADOWS']",CA,Chico_Police_Dispatch,POLICE,"[-121.8183895, -121.5423101]","[39.7554055, 40.0853613]","['CHICO', 'BUTTE MEADOWS']",five medics responding medical difficulty breathing that wind time fifty five spurs throwed units to five five butte meadows sandy medical difficulty breathing out when time eight five five bruce road unit numbers two five five chico fire radio four,1,0,2018-11-08 08:07:15-08:00,2018-11-08 08:07:16-08:00
"with local residents . Way beyond where they need to survive those people . Tio , that way . Wait . ",1536.966,1537.346,0.38000000000010914,spk_1,150.0,"[1.0, 0.9967, 0.7507, nan, 0.3487, 0.2188, 0.8552, 1.0, 0.9934, 0.9848, 0.5568, 0.999, 1.0, nan, 0.3724, nan, 0.5773, 0.6203, nan, 0.5616, nan]",0.73973125,0.2188,201811080942-79066-1929_,[],CA,Butte_Sheriff_Fire__Paradise_Police,BOTH,[],[],[],with local residents way beyond where they need to survive those people tio that way wait,0,0,2018-11-08 08:07:36-08:00,2018-11-08 08:07:37-08:00
OROVILLE CONCOW The giant PHRASE twenty one . Is there a draft in Hoxton Road with soulful residence . He sighs Camelot . That's where they advise people . ,402.991,405.331,2.340000000000032,spk_4,42.0,"[0.9841, 0.9259, 0.4452, 0.5588, 0.5944, 1.0, 0.9726, nan, 0.7899, 0.7914, 0.575, 0.8815, 0.8665, 0.1255, 0.4742, 1.0, 0.3445, 0.5346, nan, 0.0975, 0.209, 0.9482, nan, 0.9568, 0.7661, 0.9991, 0.4032, 0.6631, nan]",0.676284,0.0975,201811081001-444704-22956_,"['OROVILLE', 'CONCOW']",CA,Chico_Paradise_Fire__CalFire,FIRE,"[-121.5600132, -121.513493]","[39.4954747, 39.7703164]","['OROVILLE', 'CONCOW']",oroville concow the giant phrase twenty one is there a draft in hoxton road with soulful residence he sighs camelot that s where they advise people,0,0,2018-11-08 08:07:42-08:00,2018-11-08 08:07:45-08:00
You want to have a little music ? What do you want with ,417.671,418.311,0.6399999999999864,spk_2,46.0,"[0.6423, 0.6376, 0.7173, 0.8998, 0.9999, 0.7616, 0.7116, nan, 0.4656, 0.1871, 0.4605, 0.4685, 0.9999]",0.6626416666666667,0.1871,201811081001-444704-22956_,[],CA,Chico_Paradise_Fire__CalFire,FIRE,[],[],[],you want to have a little music what do you want with,0,0,2018-11-08 08:07:57-08:00,2018-11-08 08:07:58-08:00
"Oh , God ! ",609.18,610.99,1.8100000000000591,spk_2,30.0,"[0.3497, nan, 0.4431, nan]",0.3964,0.3497,201811080958-305482-24574_,[],CA,Oroville_Fire,FIRE,[],[],[],oh god,0,0,2018-11-08 08:08:09-08:00,2018-11-08 08:08:10-08:00
that order ? Good Order three Medicated ,435.91,436.31,0.39999999999997726,spk_4,50.0,"[1.0, 0.9989, nan, 0.9485, 0.9987, 1.0, 0.5358]",0.91365,0.5358,201811081001-444704-22956_,[],CA,Chico_Paradise_Fire__CalFire,FIRE,[],[],[],that order good order three medicated,0,0,2018-11-08 08:08:15-08:00,2018-11-08 08:08:16-08:00
thirty three ,453.27,453.64,0.37000000000000455,spk_2,52.0,"[0.9973, 0.9955]",0.9964,0.9955,201811081001-444704-22956_,[],CA,Chico_Paradise_Fire__CalFire,FIRE,[],[],[],thirty three,0,0,2018-11-08 08:08:33-08:00,2018-11-08 08:08:33-08:00
All ,458.74,458.95,0.20999999999997954,spk_4,54.0,[0.4985],0.4985,0.4985,201811081001-444704-22956_,[],CA,Chico_Paradise_Fire__CalFire,FIRE,[],[],[],all,0,0,2018-11-08 08:08:38-08:00,2018-11-08 08:08:38-08:00
brand . ,458.67,458.74,0.06999999999999318,spk_3,53.0,"[0.3374, nan]",0.3374,0.3374,201811081001-444704-22956_,[],CA,Chico_Paradise_Fire__CalFire,FIRE,[],[],[],brand,0,0,2018-11-08 08:08:38-08:00,2018-11-08 08:08:38-08:00
Washing rich through once . ,673.09,673.33,0.2400000000000091,spk_4,33.0,"[0.5265, 0.9981, 0.6137, 0.8675, nan]",0.7514500000000001,0.5265,201811080958-305482-24574_,[],CA,Oroville_Fire,FIRE,[],[],[],washing rich through once,0,0,2018-11-08 08:09:13-08:00,2018-11-08 08:09:13-08:00
Wait a couple minutes . Seventy from sixteen years . Twenty two ninety eight . What ? Seventeen sixteen ? Twenty one b A ,1731.096,1731.906,0.8099999999999454,spk_0,18.0,"[0.6823, 0.939, 1.0, 1.0, nan, 0.7145, 0.9188, 1.0, 0.8771, nan, 0.9999, 0.4101, 0.9301, 0.9327, nan, 0.5253, nan, 0.7279, 0.7091, nan, 0.9898, 0.4099, 0.2927, 0.998]",0.7924842105263158,0.2927,201811080941-981417-26936_,[],CA,Oroville_Police_Fire,BOTH,[],[],[],wait a couple minutes seventy from sixteen years twenty two ninety eight what seventeen sixteen twenty one b a,0,0,2018-11-08 08:09:51-08:00,2018-11-08 08:09:51-08:00
"right , OROVILLE , for twenty five . Forty OROVILLE ",574.61,574.85,0.2400000000000091,spk_5,57.0,"[0.6767, nan, 0.966, nan, 0.97, 1.0, 1.0, nan, 1.0, 0.9672]",0.9399857142857143,0.6767,201811081001-444704-22956_,['OROVILLE'],CA,Chico_Paradise_Fire__CalFire,FIRE,[-121.5600132],[39.4954747],['OROVILLE'],right oroville for twenty five forty oroville,0,0,2018-11-08 08:10:34-08:00,2018-11-08 08:10:34-08:00
NORD off highway seventy years PARADISE . ,589.646,591.826,2.1800000000000637,spk_4,60.0,"[0.805, 0.9775, 0.9698, 0.9616, 1.0, 1.0, nan]",0.9523166666666666,0.805,201811081001-444704-22956_,"['PARADISE', 'NORD']",CA,Chico_Paradise_Fire__CalFire,FIRE,"[-121.6064, -118.602213, -121.9549057]","[39.7541919, 37.4828526, 39.7737878]","['PARADISE', 'PARADISE', 'NORD']",nord off highway seventy years paradise,0,0,2018-11-08 08:10:49-08:00,2018-11-08 08:10:51-08:00
DURHAM loathe ,829.886,830.076,0.19000000000005457,spk_3,38.0,"[0.763, 1.0]",0.8815,0.763,201811080958-305482-24574_,['DURHAM'],CA,Oroville_Fire,FIRE,[-121.7907705],[39.6293576],['DURHAM'],durham loathe,0,0,2018-11-08 08:11:49-08:00,2018-11-08 08:11:50-08:00
"Affirmative response . Teo CONCOW . That one , OROVILLE Water ten twenty seven , twenty seven , eight , eleven . CHEROKEE ",657.016,657.346,0.3300000000000409,spk_2,67.0,"[1.0, 0.996, nan, 0.4527, 0.7474, nan, 0.2567, 0.4328, nan, 0.699, 0.9612, 0.8582, 0.9998, 0.9628, nan, 1.0, 1.0, nan, 0.5087, nan, 0.9797, nan, 0.4243]",0.76745625,0.2567,201811081001-444704-22956_,"['OROVILLE', 'CONCOW', 'CHEROKEE']",CA,Chico_Paradise_Fire__CalFire,FIRE,"[-121.5600132, -121.513493, -121.5336463]","[39.4954747, 39.7703164, 39.6508775]","['OROVILLE', 'CONCOW', 'CHEROKEE']",affirmative response teo concow that one oroville water ten twenty seven twenty seven eight eleven cherokee,0,0,2018-11-08 08:11:57-08:00,2018-11-08 08:11:57-08:00
"building . There's that . Wait , ",22.14,24.65,2.509999999999998,spk_6,3.0,"[0.8772, nan, 0.573, 0.6882, nan, 0.5086, nan]",0.66175,0.5086,201811081012-237044-1929_,[],CA,Butte_Sheriff_Fire__Paradise_Police,BOTH,[],[],[],building there s that wait,0,0,2018-11-08 08:12:22-08:00,2018-11-08 08:12:24-08:00
"DISPLAYAS fourteen . Thirteen . Can you give me a ten point one forty four ? Way to start off on the way . Don't preparation , Tonto . Here , Alec anymore . You know , we've got to go . Big GRIDLEY , work that work that way . Orlando , wait that way . That number FIRE forty NORD . Wait , Wait , CONCOW ! Thanks . Then I'LL go out there . And if I can get in our way like the organ , it was just that CONCOW school than getting all the kids out . CONCOW EVACUATE BERRY-CREEK with forty people on off . I don't know if I'm gonna be okay . FIRE ! Great ! Gone off with forty people . Great ! There . Wait it out ! Wait it out ! But that way ",1830.114,1830.664,0.5499999999999545,spk_6,178.0,"[0.1981, 1.0, nan, 1.0, nan, 0.9928, 1.0, 0.9245, 1.0, 0.6997, 0.9474, 0.9808, 0.972, 0.9921, 0.9804, nan, 0.9175, 0.4365, 0.7924, 0.4864, 0.7467, 0.7484, 0.9883, nan, 0.9987, 0.2211, nan, 0.3576, nan, 0.3741, nan, 0.626, 0.9757, nan, 0.7167, 0.7034, nan, 0.969, 1.0, 0.5706, 0.5708, nan, 0.6049, 0.9998, nan, 0.9719, 0.9962, 0.4287, 0.4311, 0.9624, nan, 0.3902, nan, 0.6264, 0.962, 0.9842, nan, 0.9616, 0.5759, 0.4682, 0.9811, 0.7698, nan, 0.8508, nan, 0.9387, nan, 0.9689, nan, 0.8114, nan, 0.9614, 0.9938, 1.0, 0.6048, 1.0, nan, 1.0, 1.0, 1.0, 0.733, 1.0, 0.6337, 0.5916, 0.9566, 0.989, 0.6454, 0.2198, nan, 0.9992, 0.9992, 0.9998, 0.9467, 0.9995, 0.7885, 0.2357, 0.6704, 0.9642, 0.7955, 0.6581, 0.9991, nan, 0.9502, 0.9969, 0.3932, 0.9999, 0.9985, 0.8253, 0.6193, 0.9567, nan, 1.0, 1.0, 1.0, 0.87, 0.9999, 0.4288, 0.9069, 0.4988, nan, 0.9512, nan, 0.6242, nan, 0.7292, 0.8956, 1.0, 0.9999, 1.0, nan, 0.7055, nan, 0.4664, nan, 0.7801, 0.6506, 0.7794, nan, 0.9822, 0.8271, 0.9577, nan, 0.6858, 0.4074, 0.6013]",0.802148245614035,0.1981,201811080942-79066-1929_,"['GRIDLEY', 'BERRY CREEK', 'CONCOW', 'NORD']",CA,Butte_Sheriff_Fire__Paradise_Police,BOTH,"[-121.6970846, -121.4053968, -121.513493, -121.9549057]","[39.3621693, 39.6315367, 39.7703164, 39.7737878]","['GRIDLEY', 'BERRY CREEK', 'CONCOW', 'NORD']",displayas fourteen thirteen can you give me a ten point one forty four way to start off on the way don t preparation tonto here alec anymore you know we ve got to go big gridley work that work that way orlando wait that way that number fire forty nord wait wait concow thanks then i ll go out there and if i can get in our way like the organ it was just that concow school than getting all the kids out concow evacuate berry creek with forty people on off i don t know if i m gonna be okay fire great gone off with forty people great there wait it out wait it out but that way,1,1,2018-11-08 08:12:30-08:00,2018-11-08 08:12:30-08:00
wait it out . But wait . ,40.3,40.86,0.5600000000000023,spk_2,6.0,"[0.9972, 0.9414, 0.9987, nan, 0.4585, 0.5077, nan]",0.7807000000000001,0.4585,201811081012-237044-1929_,[],CA,Butte_Sheriff_Fire__Paradise_Police,BOTH,[],[],[],wait it out but wait,0,0,2018-11-08 08:12:40-08:00,2018-11-08 08:12:40-08:00
NORD NORD Original ,895.412,898.482,3.0699999999999363,spk_4,45.0,"[0.8208, 0.5796, 0.7843]",0.7282333333333333,0.5796,201811080958-305482-24574_,['NORD'],CA,Oroville_Fire,FIRE,[-121.9549057],[39.7737878],['NORD'],nord nord original,0,0,2018-11-08 08:12:55-08:00,2018-11-08 08:12:58-08:00
OROVILLE . Ready . Build a fire in the backyard . ,715.556,716.886,1.3299999999999272,spk_4,70.0,"[0.9586, nan, 0.8625, nan, 0.4037, 0.2102, 0.4965, 0.82, 0.8268, 0.8307, nan]",0.6761250000000001,0.2102,201811081001-444704-22956_,['OROVILLE'],CA,Chico_Paradise_Fire__CalFire,FIRE,[-121.5600132],[39.4954747],['OROVILLE'],oroville ready build a fire in the backyard,1,0,2018-11-08 08:12:55-08:00,2018-11-08 08:12:56-08:00
Develop from the absolute . ,726.266,727.326,1.0600000000000591,spk_2,71.0,"[0.8048, 0.9192, 0.885, 0.9022, nan]",0.8778,0.8048,201811081001-444704-22956_,[],CA,Chico_Paradise_Fire__CalFire,FIRE,[],[],[],develop from the absolute,0,0,2018-11-08 08:13:06-08:00,2018-11-08 08:13:07-08:00
Can ,764.878,766.458,1.5799999999999272,spk_4,74.0,[0.6409],0.6409,0.6409,201811081001-444704-22956_,[],CA,Chico_Paradise_Fire__CalFire,FIRE,[],[],[],can,0,0,2018-11-08 08:13:44-08:00,2018-11-08 08:13:46-08:00
"Thank you , everyone . Thirty one . ",764.598,764.878,0.2800000000000864,spk_1,73.0,"[0.9817, 0.982, nan, 0.9779, nan, 1.0, 0.9994, nan]",0.9882,0.9779,201811081001-444704-22956_,[],CA,Chico_Paradise_Fire__CalFire,FIRE,[],[],[],thank you everyone thirty one,0,0,2018-11-08 08:13:44-08:00,2018-11-08 08:13:44-08:00
everyone available on apple for you ? ,774.388,775.988,1.6000000000000227,spk_2,75.0,"[0.8766, 1.0, 0.6046, 0.7943, 0.6017, 0.9627, nan]",0.80665,0.6017,201811081001-444704-22956_,[],CA,Chico_Paradise_Fire__CalFire,FIRE,[],[],[],everyone available on apple for you,0,0,2018-11-08 08:13:54-08:00,2018-11-08 08:13:55-08:00
"little stayed Lincoln a German and three Silverdale FIRE medical , blinking a camper History and l'm out . ",960.512,960.542,0.030000000000086402,spk_0,53.0,"[0.5607, 0.7113, 0.6878, 0.5194, 0.3264, 1.0, 0.9525, 0.2893, 0.9994, 0.8019, nan, 0.9208, 0.8522, 0.445, 0.9597, 0.841, 0.2032, 0.1552, nan]",0.6603411764705882,0.1552,201811080958-305482-24574_,[],CA,Oroville_Fire,FIRE,[],[],[],little stayed lincoln a german and three silverdale fire medical blinking a camper history and l m out,1,0,2018-11-08 08:14:00-08:00,2018-11-08 08:14:00-08:00
I ,960.552,962.072,1.5199999999999818,spk_4,54.0,[0.1233],0.1233,0.1233,201811080958-305482-24574_,[],CA,Oroville_Fire,FIRE,[],[],[],i,0,0,2018-11-08 08:14:00-08:00,2018-11-08 08:14:02-08:00
"pretty funny . FIRE Medic . Medical Aid , The corner of Lincoln and Dale . It's the corner of Lincoln and Jefferson Street , ",183.98,191.08,7.100000000000023,spk_2,5.0,"[0.2716, 0.3643, nan, 0.9991, 0.9056, nan, 1.0, 0.9999, nan, 0.9939, 1.0, 1.0, 1.0, 0.9998, 0.3011, nan, 0.903, 0.998, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9725, nan]",0.88544,0.2716,201811081011-319947-26936_,[],CA,Oroville_Police_Fire,BOTH,[],[],[],pretty funny fire medic medical aid the corner of lincoln and dale it s the corner of lincoln and jefferson street,1,0,2018-11-08 08:14:03-08:00,2018-11-08 08:14:11-08:00
EVACUATE for one way . Traffic ,788.248,788.838,0.5899999999999181,spk_4,76.0,"[1.0, 0.8317, 0.9888, 0.9972, nan, 0.9864]",0.96082,0.8317,201811081001-444704-22956_,[],CA,Chico_Paradise_Fire__CalFire,FIRE,[],[],[],evacuate for one way traffic,0,1,2018-11-08 08:14:08-08:00,2018-11-08 08:14:08-08:00
